Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Machine failure
L,299.80255821108864,308.8091246119555,1387.3357690827984,43.96528897313019,4.342725518425156,None,0
M,301.6528446483835,310.9284048882802,1255.6657032432468,22.062041118742602,68.51463957949916,None,0
H,299.5492970299116,309.8387481027623,1658.0772192310224,33.48689300087123,221.56245763155283,TWF,1
L,303.33332651845507,311.9099897235737,1669.3254722402037,41.90320190059618,120.25362342696721,None,0
M,298.643330741329,308.77407460034726,1306.092257552805,54.462797072440466,149.73045112358483,None,0
L,298.77171293750564,309.3127639215673,1456.7633071612545,46.9799844429362,187.44199863360907,None,0
H,303.0490343622318,314.0342545350409,1508.8637366144899,34.35955385868005,36.99340405583465,None,0
L,299.1101072182095,307.7117501437493,1137.04764257443,32.917980954909005,53.793775962648674,None,0
H,303.2021486123288,314.5183959094901,1220.5814547211935,47.97733243909729,249.65721321356472,TWF,1
M,301.7836811591896,313.47904465336956,1757.2568872733561,15.736736038340933,59.363176564057014,None,0
M,299.69070058687834,310.1008521545919,1286.974620699486,31.92418676466924,134.80062658808654,None,0
L,296.37341305596567,305.335364474541,1751.636621650339,54.0930800237513,74.67681747920707,None,0
L,299.9613633914563,309.6332541030961,1230.9172651233337,42.96817479233046,212.85491580484103,PWF,1
L,300.20326010706685,310.1556628619484,1631.7655554280807,32.41338847772071,240.43895718288783,TWF,1
L,302.33443546660874,312.6048989753393,1437.7393784979329,27.979165744996692,35.32310350102386,None,0
L,303.17689435248025,313.1988759051238,1465.8467461691266,48.39734667989148,150.14336559566058,None,0
M,298.6300256417125,308.91119078460713,1871.1871827067928,40.778113465930076,202.89413325108603,PWF,1
L,301.60236352797637,311.51161677063726,1249.1626731362637,37.81289540274817,205.75696574947597,HDF,1
L,301.5308043120267,311.79591140653895,1618.9596392522142,43.73980557322192,110.11192145043714,None,0
H,302.1468254048209,311.6863019836596,1610.6979327115644,41.64598049646897,56.344085457005086,None,0
M,300.9973798242711,310.6591931072886,2170.9146778332756,40.879058073787874,96.78498152811069,None,0
H,296.11500461807645,305.5389794475998,1284.5738359536228,26.758129810771155,187.78817725606373,None,0
H,299.6891551349445,311.60641466944855,1374.8030412993126,29.73574846672748,248.44447307016796,OSF,1
L,297.6885848501662,309.15248563634054,1663.1844571665108,47.48280436094415,138.57230197000453,None,0
L,299.59478845416385,310.1500826441775,1459.9472281596275,45.591514336782375,48.7811021622806,None,0
M,301.9600084722678,313.2853174695355,1407.38980865365,43.821199257786496,10.483691692703578,None,0
M,300.61030167174994,311.4087630107278,1691.502297664633,34.134873371554136,235.9224599744151,HDF,1
L,302.2961817327949,312.4774528923089,1446.686312739256,47.65189928764647,120.7583005680698,None,0
M,300.68350784142706,309.1779365004074,1321.6281859237165,36.29255188412822,179.14816712942851,None,0
L,297.4033481206622,307.14118420053705,1645.2420309523961,53.015334610822734,165.04525878653567,None,0
L,294.95830598685455,304.6232680948362,1575.0576016055722,32.53177010595273,222.7178210376355,TWF,1
L,300.2976175233592,309.164542350267,1437.4306808788047,34.74712363646533,66.52264313699577,None,0
L,299.5721470672977,308.0859847926911,1427.9396962479957,38.48551201187799,110.43002332071558,None,0
L,298.04610852123625,308.53882786780326,1317.0186790118873,48.47300480574232,228.40520799611622,TWF,1
L,296.59874550069725,306.9232498230681,1645.0193710230683,39.64921929279993,146.3940479469837,None,0
M,298.5305135730546,307.36311659298696,1427.978436549125,40.37682348682898,17.84040910024551,None,0
L,299.61101703027043,308.8651385238342,1346.030819285266,36.08408782952909,48.62104413575349,None,0
L,301.33175564741276,312.49297792056694,1242.888966561629,42.680919866411024,59.30375425721082,None,0
M,300.377262163136,309.4995656496194,1578.4308715817672,39.292695059059454,248.44637331967064,HDF,1
H,303.21613449434545,313.38693339827927,1398.2834042174006,32.156976160852814,56.03474751420967,None,0
M,297.9287918879092,307.7390135883412,1097.4649372021856,41.272914825483795,217.42101790384734,TWF,1
M,301.7621177841149,312.26848125517694,1259.3462420711908,41.508087686250214,19.523912487340368,None,0
M,300.09459748625744,309.238489833601,1453.2806128682034,63.49800648793925,45.43017336013064,None,0
L,301.38933824823715,311.4794217257773,1458.8924670165663,33.88973920979688,218.01380291749965,HDF,1
L,299.1269702734689,309.29569285081476,1451.29154992587,31.606242574311274,224.73411918314903,HDF,1
L,302.1433607477812,312.3735415540104,1423.4487776864878,42.790342605936324,44.0490629882003,None,0
L,300.5904495166905,310.6695233746531,1204.8292554527177,30.071635828288688,57.463046049596485,None,0
L,298.6411100301645,308.9857193507586,1325.0902951701898,29.269498521261767,132.64183283304004,None,0
M,299.97595194217365,312.16772227422445,1736.7553972968203,25.631013101241855,13.17073802618937,None,0
L,299.5208882821258,312.08218605889687,1707.2456253706132,32.25426434807565,236.32104186384015,PWF,1
L,300.9783567012756,310.33914056048883,1615.5903564688103,32.501122540581214,90.51918127292066,None,0
L,297.640446501251,305.3222035208985,1597.9005208081337,27.16737826325996,122.32199144603794,None,0
M,299.9412965957686,310.53679189649057,1680.9511816130982,37.49716263654366,26.262088781887044,None,0
L,300.79061450529866,310.9768669651999,1275.84105250158,16.34018852267994,8.136158636012746,None,0
M,300.06604661438604,311.12708847356964,1506.5856733513897,44.917657813116946,116.95422661747354,None,0
L,302.693882488778,312.97876838849334,1275.9465698706078,34.432060214826194,30.416842521440028,None,0
L,301.5480455481421,311.6066494876678,1279.4171060469453,35.90216322507753,157.5796720559103,None,0
L,299.9850384065185,311.1139450023957,1573.6129875493882,45.86875010360302,198.62032583405522,None,0
M,300.4333781949953,311.7021587834092,1689.350087827175,43.71743909383998,7.917782930722539,TWF,1
L,300.591331102964,309.20477104418296,1461.2301731154923,33.70093957296211,153.0556256102673,None,0
M,300.80659920833364,309.98999302119404,1829.8000864419002,44.51790755658158,203.90668768039123,TWF,1
L,296.3486840086708,306.2430910493821,1542.3568654091073,55.48894608272083,109.85699488299345,None,0
L,299.3969474084613,309.4953850323859,1344.6428935166978,29.878164188734416,239.92616596074836,TWF,1
M,297.0311218636131,306.80513866026087,1282.6542896252656,47.53774711356429,27.798726673069595,None,0
M,302.55656189491896,312.99076907278084,1703.6262968369433,28.86894262305556,80.74611586293668,None,0
M,299.87830095999414,310.8744057493112,1525.691823147963,51.75426062346809,57.518758483892654,None,0
M,299.61331810064075,311.3360278113615,1635.2094756338963,32.88072942885806,249.04778888524368,PWF,1
M,301.79359466406646,312.37250768783935,968.4073479093516,32.49877799545594,73.5440885513947,None,0
M,300.84464959489975,309.9923159164466,1548.9344068693877,51.49210141193969,96.98168709850353,None,0
M,297.7427309712416,307.59535474604377,1397.6451623007526,47.21574945755765,211.9041224272456,HDF,1
M,299.8581892749453,309.7828370336857,1221.2480928166271,33.20907432586711,232.4908769966033,TWF,1
M,299.3296660535472,309.84430629352835,1487.463531410315,41.27368738773275,234.43680733126132,OSF,1
M,296.5109342227879,306.89910225622185,1718.3627067308912,32.90048099513436,139.54200966227089,None,0
M,298.6194475335256,310.6698441846371,1953.2456572839437,24.072622415259268,165.82555651199186,None,0
L,299.6329193559671,309.1714062207122,1548.430481464502,41.89285118127487,87.2929316908542,None,0
M,299.7700981370163,310.1548486707831,1358.1706820076956,36.43577832193188,151.78968233757027,None,0
M,297.03553715264536,309.39024855038946,1346.0994886963067,30.541664437451637,75.68701711276773,None,0
L,302.30333116609495,311.7181242691913,1692.62647241304,53.04715079612364,186.5070890898306,None,0
M,299.79579388221714,309.9409425783875,1300.6251761694216,30.879798211653085,76.80252913797575,None,0
L,300.07510615332114,309.1302256521971,1624.4854759055524,41.439786248805376,219.8526770605161,OSF,1
L,300.80128327667967,310.8833701763071,1558.7362379919234,50.799115704789884,35.87097231804071,None,0
M,298.42384749219264,307.643630344055,1536.620278376576,37.43944651463072,142.95128228711346,None,0
L,300.9127119462654,311.9595128497568,1186.3762820238414,32.65824549219266,130.16887406873693,None,0
M,299.26585070796364,309.413169566995,1428.608359554735,42.97748304469795,65.92936859856913,None,0
M,298.20682891870564,307.2714316587234,1208.3684417284774,44.55699723582375,7.000527294219072,None,0
L,301.1468949867108,311.9874626845025,1382.350519736647,48.7656069669131,37.13342159923425,None,0
L,302.98334771760364,313.1630137564752,1683.4277323041024,58.712094514935096,241.98779163696605,PWF,1
L,301.44965874697164,312.4024775241951,1746.211580671113,35.42708985042559,235.32613190984267,PWF,1
M,301.84595513028086,310.6982925023331,1542.789729898177,41.95854005517827,29.82518081323787,None,0
H,298.9587387868754,309.3275631991241,1385.931897513203,27.307596836867038,93.71504971733427,None,0
M,296.8047605416631,307.5781022363078,1817.6198664720837,46.6637699954733,116.28165478264701,None,0
L,302.9802750441997,312.55689755396395,1383.281873248764,41.83716642695766,119.51798269735531,None,0
M,304.10902977880954,312.8500270518414,1272.862701638199,38.21310601208002,74.70495511638553,None,0
L,303.08561354753937,313.044006052169,1639.2965935833568,33.819394874130566,228.23820816751714,HDF,1
M,299.3284281220405,310.55654341582147,1591.5468085139414,36.51572914652114,227.12265012084427,TWF,1
L,297.6907313225423,308.81666165317637,1391.4848178148318,42.36333009812708,4.732105133932324,None,0
M,297.86863460436086,307.4402061696053,1520.0450459139136,30.338296122103387,162.50034387935642,None,0
L,296.6325348647719,305.3494494283955,1588.4319977703547,36.92880421824703,18.590602116701856,None,0
H,299.7852427631799,309.3540630428303,1540.7357682103632,40.16678043465267,149.37441553281883,None,0
L,303.2113559161649,312.742878265433,1591.7877909929161,24.60379873787663,216.72322410044976,RNF,1
M,299.7166747362555,310.1631215195603,1398.8570276880052,29.487026548267362,162.38273740588187,None,0
H,300.6046458006966,310.49964429779243,1605.2490088479199,33.39995463980583,117.23190373594048,None,0
L,302.7511939286084,311.9979297168713,1503.5115675166564,55.682317327373134,239.47393229289847,PWF,1
H,299.1918093763352,310.29607244359585,1405.6378956927294,31.692748572748968,186.64964575438495,None,0
M,304.07106291343916,314.211488780884,1450.823047553345,39.44208379955915,62.327343188200906,None,0
L,303.9841888149949,314.4196044677259,1480.4196328151165,29.594362531395134,96.73422526300438,None,0
L,299.73777732263903,308.01279188850776,1210.9243325877442,32.23596807852444,189.96883350999096,None,0
M,298.84493147196156,306.42066660126426,1372.6681506860143,25.58991628452305,4.828562029013883,None,0
L,301.3944760927806,309.95693031133624,1512.9811031185573,46.70302354673678,15.990825637068024,None,0
L,299.3049501149623,308.82440668935556,1229.8017929222294,26.744537425649575,214.85579461494166,TWF,1
L,297.68688956586533,308.26324558347915,1376.015267637084,49.070110131446675,10.736497408467132,None,0
M,302.562477307046,310.2202304366387,1976.9289956743744,44.678971960549774,169.62846029978832,None,0
L,302.43289477455414,314.0257468389261,1274.1483270357612,39.24598152933407,79.7264892639587,None,0
M,300.3110232075271,310.48158923429725,1423.2372174699142,49.40025895393173,206.4729294361773,PWF,1
H,297.47427049254367,308.83456548549356,1333.2565442942537,71.03201276114096,211.8365163826568,TWF,1
H,297.54094749756524,306.65497741509114,1476.6259992093326,44.775256411263925,238.3347770204321,TWF,1
M,300.2144585768383,310.7183185110108,1337.016331373004,28.799393780025426,23.887388259370674,None,0
L,299.00025793098996,309.08545386096074,1451.3513753415134,54.890176597125865,105.71175230733739,None,0
M,299.3178141357168,310.1355004487713,1356.2905929700214,41.861114565256344,143.48964748883623,None,0
L,302.04392631012,311.8101349425203,1711.025563273965,61.11123401140718,229.01421989745262,OSF,1
L,301.4663586348451,311.9395738438527,1516.3274075439094,34.939497780566064,66.62853635827656,None,0
L,302.7562853609952,313.8584806797664,1299.405468607356,52.819440226905556,17.90687268178026,None,0
L,298.01875355324546,307.3675772593537,1668.1593047665385,39.99843229352731,50.44115514852526,None,0
M,299.3136168626266,309.55586109511626,1308.3466767939774,66.56728349464157,123.89458093879743,HDF,1
M,301.5179633909202,309.63010115369786,1187.18396221767,37.18399244504763,170.2627505696976,None,0
L,300.8961566820258,311.5986597010891,1499.3915025134386,70.01668637790316,172.66850532807314,TWF,1
L,303.06476076517527,315.0194233086378,1881.4528848679959,44.39826052848769,18.665826773578363,None,0
H,300.8410734118081,309.5966373640594,1134.4671742168225,48.469647581151634,190.3525661406051,None,0
L,303.6962182082111,313.60483694778316,1233.8024156861807,57.00332443936064,165.0598508048583,None,0
L,301.0800356034463,311.96051690436036,1650.5051326321689,32.122457098612344,101.88579680333807,None,0
L,302.1243348951773,312.15575236864385,1371.535720077608,49.69096846026754,142.7715671057424,None,0
M,299.3529701064311,309.5180696579243,1622.3897134493086,37.072466591291985,191.93511157287327,None,0
M,300.02857442376796,309.6375749822443,1332.5022186116105,41.51118879320931,65.52318700015641,None,0
L,301.82188880767893,311.39373655459104,1528.3924354818353,40.83061257410588,235.00837585102897,TWF,1
L,303.22595634118613,313.13926218760076,1848.8947850770976,45.724107364318094,34.44190123675669,None,0
M,301.4584738986215,311.50014532076085,1261.0820705956257,45.30184327251999,225.5557029258901,TWF,1
M,299.83365645613077,308.65221519455343,1704.7521620274608,34.24805079984532,185.21448903027542,None,0
L,302.7546700590567,312.6886480731107,1635.9413593264173,41.24854170994902,165.12965483229846,None,0
H,295.61604268744026,307.1845766261496,1202.1511497802182,16.6566418064019,20.72699931466951,None,0
L,297.1555309969863,306.73639720339736,1611.7801047483547,49.90173664784448,229.75115188892212,PWF,1
L,301.3632684473368,310.1260134644622,1514.5612257725213,56.93941703681118,73.83258763509865,None,0
H,300.02821671250626,309.87680064451985,1518.2188019827458,41.9062804868205,186.40305157804275,None,0
L,301.21102730224834,310.49641449012404,1567.3035132903406,23.939777865272443,221.20035317249085,None,0
M,300.12881504486387,308.7904732195419,1429.926831116839,47.42947636227135,61.0708733505074,None,0
L,301.14189138920773,311.2810598509403,1514.0197917884796,32.3623048339978,228.65019272066235,PWF,1
L,298.3711943580136,307.6609123208625,1548.2904850080577,41.823163447279455,152.98541214850695,None,0
H,301.14097217215937,310.5162580053061,1649.2115877771057,46.855091273963794,164.7579455743753,None,0
L,301.98882905641517,312.14225643680055,1194.5677933243837,45.46450379518655,228.6282216110727,HDF,1
M,302.44110120786246,310.90792661250015,1758.1771792982208,50.80855249860043,131.6837304882268,None,0
L,304.0271085892974,312.2855389390463,1268.9419313881574,41.4638063972954,110.16188940389438,None,0
L,300.4881968870048,311.15906908150674,1652.3256928292774,41.733616099570334,158.30794189387206,None,0
L,300.5478221736944,308.6169885729703,1515.889019854556,47.3679037444366,138.50587926462626,None,0
M,296.9536550716523,305.97697737634496,1243.7687314402606,39.286074304413624,15.368928111832075,None,0
L,298.93717719772314,307.1373376623347,1605.6290939408009,33.120975810551975,45.12301173287897,None,0
M,299.6138358519868,309.12769938513793,1310.9186721609658,44.52018424822887,3.391619730753442,None,0
L,302.1006391045527,312.5286978522039,1713.759111031528,28.71137022288117,27.040709874521173,None,0
H,298.77799775182075,308.8903357005531,1357.8330322997513,39.191098528118054,182.46241494439604,None,0
L,301.5926800394977,313.98455342895494,1201.0027804789245,26.22223207602672,1.1777904513373405,None,0
M,299.99675656607326,311.08367218386223,1806.769021007259,34.45187367195637,76.10137865194172,None,0
M,299.64566376977047,308.7145059196139,1536.2647342473817,34.86659123261863,112.33035109465125,None,0
M,300.4977879382665,309.30073293344014,1673.4382251522632,30.157839238241998,234.45306227469788,TWF,1
M,299.2176872554943,311.9243751964698,1329.7056242493265,51.005318874451916,81.75175444747903,None,0
M,299.14192550381466,310.20449750954805,1121.6378926583598,50.179915997989696,195.7826907770768,None,0
M,296.59042818841976,307.17979779568935,1835.0404848175554,53.14012742779271,102.19139488814876,None,0
L,299.5040915853442,309.57894339755984,1498.7146375642103,38.12155777157675,24.622845020353363,None,0
L,299.04006370770253,309.31358527517756,1598.2703788327094,35.66392011478755,24.710936999232295,None,0
H,298.9680380213018,307.4859647458194,1631.3191561196538,48.03584805254803,108.10845499562946,None,0
M,300.8337461251801,310.99078529537684,1432.921789396862,41.28412895109899,14.470782879045185,None,0
M,301.317263905581,311.38849530304003,1545.2459095231034,41.2351746236583,142.90481031532366,None,0
L,300.4643890092847,309.5602501661832,1818.7905185010889,14.561986993850002,123.41243384171958,None,0
L,301.99083038089896,311.4523039273305,1493.511754224134,47.56514603151479,175.63379642404462,None,0
L,301.1511238516607,312.66630024510425,1688.4202632839151,46.239749824625655,46.405382352457224,None,0
M,299.4098876203887,309.28471270009385,1101.7506039938758,39.94583576890345,148.23231343170886,None,0
L,299.07428742857127,311.1454587311044,1724.752126063843,48.15847774464061,43.63061908636351,None,0
L,300.62564447353367,308.8849650370463,1195.5991403988053,46.017019894705626,180.5584283681623,None,0
L,301.1475342198038,310.62540403357804,1701.8817648067002,33.033149151535504,76.78966456242661,None,0
L,302.795688614063,311.2484100628161,1578.1262440902542,37.802137490621405,153.604050674762,None,0
L,302.3823460898802,311.17292363598835,1480.8158647852244,29.922148049949683,220.6693150173642,TWF,1
L,298.91705398698565,308.08884828132636,1480.082355758414,54.62238986575158,122.05853154540597,None,0
M,299.7959874397455,310.1112970665161,1449.453781328533,49.77180478581094,48.073027482314956,TWF,1
L,301.34203560983553,311.6088617809159,1335.8660961112873,31.860826611512888,221.5307252299817,PWF,1
L,302.13599555611796,311.45670523649034,1458.8047442739908,46.18875516494891,89.64488755791339,None,0
L,301.87793893740957,309.65013938007297,1941.6118155018178,42.785923348370154,182.56321883677504,None,0
L,299.8722443343373,311.34993720736946,1760.4613421569459,33.14047074500733,80.02391963230087,None,0
L,297.49195469514297,307.2061899791066,1325.7993642955132,41.2432700862847,74.55386066271916,None,0
L,298.00212724750884,306.8858370772077,1553.5374804654575,48.58384697434517,160.50706482843898,None,0
M,300.5452670286388,310.82019780970893,1519.1958326472864,49.39919527463557,39.07785880149195,None,0
L,300.6844511588487,310.88889632937185,1471.5413113980658,63.31983696069177,216.74346771197912,OSF,1
M,297.80264125313124,307.47996478813127,1299.4444886725041,40.942891531717656,96.90599665646316,None,0
M,300.08913922177857,310.23767023742005,1589.1795969613304,37.6221106588869,4.8193589921251,None,0
M,301.26244871394357,310.10741887353555,1669.2143259829272,45.62140263877837,76.35911840264184,None,0
L,297.6975466849857,308.4574595281622,1333.220262986644,38.17037460932322,196.2415811498755,None,0
L,302.20999440360885,311.213127308852,1891.1082834578415,34.15095559717121,214.83971383369646,HDF,1
L,299.24493770288035,308.6393680475769,1804.4006498471108,30.742167641335477,141.97006923709444,None,0
L,302.5152262251533,313.16402804130485,1609.6331117902464,5.723444716950019,73.52732951063615,None,0
H,298.9330951084482,310.13705407345844,1253.6560594662374,47.34839430207506,131.9635259229037,None,0
L,297.94674903423163,309.532523602278,1580.2817251969125,23.62026267928307,209.09382465792254,RNF,1
L,299.08372602031653,310.1395242587831,1556.395600312893,31.201465567056484,79.0094574320632,None,0
M,299.8097037538454,309.4856315700436,1602.6310552436994,42.924435911950255,96.35924339899746,None,0
M,299.223040186457,307.68200711735653,1818.0928544579472,36.78493205422647,134.92353324751107,None,0
L,299.5679971568538,310.9730527424567,1464.805189076676,61.492972491782595,221.78454891766535,TWF,1
L,300.6679302993524,312.0386262882574,1909.5653159311487,24.907600269194717,145.53723345786625,None,0
L,299.6576412604072,308.9856651070537,1581.30086919875,62.38721095900021,51.9037888466633,None,0
L,299.867775212096,310.7889642499205,1441.907364867747,53.80584609050579,22.276009495352493,None,0
L,296.5815472015948,306.24936940766406,1979.8754413412823,49.09096385098304,23.753489231966462,None,0
L,300.78339603202096,312.28467291553267,1665.978380004018,54.39312176477542,237.56239344666182,TWF,1
L,299.8215934046167,309.3067287422129,1409.0532226085054,44.0461199871604,205.60311882788855,OSF,1
L,303.22058596096576,315.1992372485143,1516.8433177892884,22.96747002785136,191.46367253139752,None,0
L,298.1208696654921,308.90699021309035,1627.0466043709068,45.14851681115926,124.09114479251166,None,0
L,296.38340934300095,308.18095418768695,1469.8277946429316,25.19324608142992,168.13490431939684,None,0
L,301.2361369878601,310.7723397182102,1526.78157380899,34.716377209842086,31.83257613561849,None,0
M,300.693054036626,311.09808364107016,1336.5592792674558,39.21917902284262,155.22392891998663,None,0
M,297.9831339589377,307.01385476059335,1162.9610938384183,30.88937482095693,202.6951831446949,TWF,1
L,296.9405020899918,307.784491342111,1521.2838645489423,49.460444703644725,15.53468505906294,None,0
L,303.0747934613686,313.97383499420573,1528.0055644451775,37.86242423000828,74.03760557731931,None,0
L,302.8282207812136,315.22524469941476,1605.4239183115708,44.093082310044664,27.569668340732072,None,0
M,295.02508648258777,305.50712627980744,1384.7620585787606,39.90586837639636,65.05675901701433,None,0
M,299.083553941487,309.8076481439931,1231.889141091867,41.26179159673472,193.1309679751513,None,0
L,303.3283841095678,312.85755373306404,1306.9351060505303,31.131327155731487,83.0122915719933,None,0
H,299.04787488444424,309.58925425707946,1711.126751367965,28.259585547982628,172.42096197198794,None,0
L,299.0187755319467,308.6388843232591,1366.6777375584857,38.46231329641113,193.32563023622873,None,0
L,299.43448134474124,309.55034210358326,1411.5838028392477,30.338857230517863,204.1596726680917,RNF,1
M,297.75820605246366,307.93272171400946,1437.5172872337776,53.93555704957573,218.3438608520881,PWF,1
M,296.5904485115439,306.23814363819474,1376.1447661426419,26.235649162081188,149.4089530048258,None,0
M,302.1050946214695,312.16803971801147,1361.3578344934333,63.370023110440215,70.15995799990613,None,0
M,296.31412618750466,305.93883101779124,1325.775287073238,43.02025127527284,37.63963298889583,TWF,1
L,300.4945429042175,310.11481177918364,1780.13131491364,40.693269049005465,125.92716355331798,None,0
M,301.7731589855153,312.84982363701755,1636.020136668586,34.59733750780074,25.889307872060925,None,0
L,297.0975474021977,307.2729610440241,1749.5641546300474,46.56921032352646,227.68099474542535,OSF,1
M,298.1514631948099,308.49852946701014,1789.8679512921676,37.95724989278976,110.62005948574347,None,0
L,302.4263583767832,310.96905360779766,1030.0240405134039,43.004741944679495,218.24603642764723,PWF,1
M,301.0657834404541,311.48924177228446,1568.6909284056153,48.41823167039789,177.3175959097409,None,0
L,298.76542858624225,309.2958520502175,1382.7642732203362,46.69309469193647,214.30439070796365,HDF,1
M,302.40449800672235,312.0061593840336,1723.3619288706698,52.39861200947702,220.98952231364132,HDF,1
L,302.4130714469086,314.4981011231693,1351.7057593514878,45.37841073660782,13.323374603096127,None,0
M,300.5381053860314,308.2488781218473,1289.170048727258,30.48732311787386,181.31446195854093,None,0
L,298.19967954425266,308.9840466800232,1213.1908278693795,19.20210663839366,56.63692410431814,None,0
L,299.1731025930564,309.8859073980113,1439.4650178042396,42.1103372929095,247.3242264029725,TWF,1
L,300.5727734879108,311.1143564199102,1682.9890525056621,42.25463154455705,194.60074353149147,None,0
L,299.622810341705,309.79902304734367,1551.2334433722624,59.259298151105654,0.9412507008059734,None,0
M,301.8779143564697,312.4285936790948,1259.4703469727713,38.84159383069052,231.85408045055084,PWF,1
L,296.9404518397813,307.8086273193372,1930.5318180723782,43.744923031142456,73.07647555029429,None,0
H,297.0114729418675,306.2855853580355,1629.9077278983136,47.771764057656725,104.16339990911241,None,0
L,300.3617422229649,310.660937845145,1655.4820231515373,45.13408120987509,153.07139473196682,None,0
L,299.0169111723862,308.83359433036287,1757.0057654695315,48.43943791817294,229.07744851105463,PWF,1
M,298.7459027706045,307.65213437037903,1171.956882274844,31.817906918741414,231.83165581351517,OSF,1
M,296.4638865616512,307.18105653626446,1317.7131722824236,30.236336662325513,140.8679406826848,None,0
L,300.0390916895964,309.47473126491235,1664.6022713848545,37.1943916944333,79.18112395286211,None,0
L,299.8944897839985,308.396631109219,1337.8523343957047,18.25933610306928,69.79748542640182,None,0
M,301.30695796390347,310.76784730320185,1444.9973055489904,39.60420409732034,91.09927469461974,None,0
L,300.13781226624195,309.33891336814884,1484.45186943374,33.404169075917885,45.12842088475272,None,0
H,299.734791843519,310.7632708527091,1244.5189222740164,43.222133336277345,167.45825458002398,None,0
H,302.35400127358065,312.5071944141387,1427.836563573272,37.34931210996761,131.95051280157182,None,0
M,297.3750653931029,308.7574481387928,1682.9006434703665,29.845671873653643,193.36617506745,None,0
L,301.07277843769515,310.4062222064621,1645.8907779635683,53.108568630090645,23.52782922235816,None,0
M,296.6577056704093,307.5318755423058,1722.6029323934936,40.82519104207983,99.97645608504196,None,0
L,298.3232762399984,311.1628991548063,1701.9751747581593,48.628588414252775,59.96571705022283,None,0
L,297.57468573475336,307.9307182018805,1581.1747851405169,41.83514460754092,133.79655156485126,None,0
L,301.56388507090384,312.425533933227,1565.3356996619398,44.639951312070515,117.06099591965327,None,0
L,299.8691795328092,310.5626971970346,1550.6661520213236,26.390042753485556,112.39136279725726,None,0
M,299.97299351081404,308.5509181833882,1374.5905665492078,52.78103503956293,78.91340798598561,None,0
M,297.7865340245411,308.3723513220085,1294.0110552558772,48.78681650376295,181.71139361853173,None,0
M,299.4006130081342,309.70706932878375,1362.08053077602,39.81159699327527,120.39192606543922,None,0
L,298.47306939338176,308.2133220099835,1434.7941366885061,42.88002093873263,50.56094495329822,None,0
L,300.7669100297084,309.88287365550354,1368.8348110514448,50.02605860226255,136.86186822494832,None,0
L,298.0178177293368,308.71180096966384,1582.7663476967832,36.279997958895386,149.16803900984848,None,0
H,302.6595887304102,311.68718499079955,1540.37904321285,24.169195853354815,5.344919316333102,None,0
L,296.6488391007518,308.78248470543366,1561.8646997440435,36.4673602561668,50.94466521212837,None,0
M,298.3869603350869,308.50112941857503,1570.281613183156,41.5238949215474,60.60097753182059,None,0
L,303.3544010199322,312.1310939721457,1739.1327875569066,39.67560207926633,62.01879054078285,None,0
L,299.1297225040759,308.61572622574755,1498.28542152258,53.17566157328769,59.7114675900077,None,0
M,297.3702426711912,307.0921083329014,1701.6738867669224,30.40097611080698,67.91029289172896,None,0
L,300.4381431250753,312.85051977899917,1603.3170715958336,31.667093695332195,65.68180656370693,None,0
M,299.0492155155709,308.1646265687614,1725.926707327017,29.419534983224125,221.01720933090144,HDF,1
H,298.32825948876336,308.212042225512,1822.9259668773145,44.28741095057484,79.9119680612388,None,0
L,297.80825837840257,307.2704300085376,1615.329915995814,24.73966246926166,87.44067859156124,None,0
L,305.5367472112519,316.03600569683357,1520.7536499343996,47.43756398033311,66.54431564578859,None,0
L,299.49689619963175,308.9750127859267,1519.4615634886616,30.671154786905362,241.89358988563947,TWF,1
H,296.14886527933425,305.00980861319454,1405.9667840876323,32.26897640245483,133.87270005876047,None,0
L,302.98741951801105,312.79212493821484,1399.2455706847888,57.70225259991233,152.63652855187905,None,0
M,301.22214181022116,310.9227479668889,1680.423432662307,52.32579728695679,183.87181551577567,None,0
M,298.46706713796044,307.87482276033643,1307.2659415104888,41.19213317756902,83.42851719734328,None,0
M,298.1337618226277,307.5949514637306,1822.9545271124452,26.88961849457307,242.1951074412047,TWF,1
L,301.34694559231644,312.5316413901974,1469.655349419196,60.14422456650858,38.08154314358439,None,0
M,299.5061633450211,309.1864231307536,2072.415578624563,38.03678447564132,114.45365012358607,None,0
H,296.1480443631098,305.0139167006314,1361.3769146340765,42.47580976468223,36.35981558810838,None,0
L,303.57447992920936,313.1123639654095,1550.037783996067,49.11933769111457,197.5939365650958,None,0
L,299.1320190755681,309.1863547350335,1429.630145950316,20.371047934600682,26.829423005483218,None,0
H,302.99114347296484,311.65487383641346,1341.3831816913457,33.599626681683915,138.47490085339575,None,0
L,302.55686991593143,314.18284787593785,1712.7600701757437,39.31925259966284,26.20156875016641,None,0
M,297.99798091103435,308.86556038854064,1278.8891611204388,41.307197117114484,113.16547204617747,None,0
L,302.0663797287263,313.49655247234506,1364.785098605153,26.96393157930335,70.0769977181565,None,0
L,298.69711490027265,309.0892430257603,1617.263941782982,43.26337661314274,225.82418948983158,TWF,1
M,296.2665988263921,304.172901376262,1648.992162189881,40.3374040393855,13.273948767739713,None,0
L,299.1508036679557,310.6861373845942,1221.6229157544958,56.67317649025928,162.48440745006124,None,0
